visual_case_id,dataset_case_id,evidence_scope,source_agent,hf_path,local_video_path,target_frame_time_absolute,target_frame_time_relative,output_frame_path,extraction_status,error
VA_DEMO_001,DV01_DEMO_001,history_only,Shure,A6_SHURE/DAY5/DAY5_A6_SHURE_18410000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY5/DAY5_A6_SHURE_18410000.mp4,18:41:15.00,00:00:15.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_001_history_only_Shure_D5_18411500.jpg,already_extracted,
VA_DEMO_001,DV01_DEMO_001,history_only,Shure,A6_SHURE/DAY5/DAY5_A6_SHURE_18410000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY5/DAY5_A6_SHURE_18410000.mp4,18:41:25.00,00:00:25.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_001_history_only_Shure_D5_18412500.jpg,already_extracted,
VA_DEMO_002,DV01_DEMO_002,current_only,Shure,A6_SHURE/DAY5/DAY5_A6_SHURE_12583000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY5/DAY5_A6_SHURE_12583000.mp4,12:58:35.00,00:00:05.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_002_current_only_Shure_D5_12583500.jpg,already_extracted,
VA_DEMO_002,DV01_DEMO_002,current_only,Shure,A6_SHURE/DAY5/DAY5_A6_SHURE_12583000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY5/DAY5_A6_SHURE_12583000.mp4,12:58:45.00,00:00:12.85,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_002_current_only_Shure_D5_12584500.jpg,already_extracted_clamped_to_clip_end,planned relative 15.000s exceeded clip duration 13.350s; used 12.850s
VA_DEMO_002,DV01_DEMO_002,current_only,Shure,A6_SHURE/DAY5/DAY5_A6_SHURE_12583000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY5/DAY5_A6_SHURE_12583000.mp4,12:58:55.00,00:00:12.85,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_002_current_only_Shure_D5_12585500.jpg,already_extracted_clamped_to_clip_end,planned relative 25.000s exceeded clip duration 13.350s; used 12.850s
VA_DEMO_002,DV01_DEMO_002,current_only,Jake,A1_JAKE/DAY5/DAY5_A1_JAKE_12593000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A1_JAKE/DAY5/DAY5_A1_JAKE_12593000.mp4,12:59:35.00,00:00:05.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_002_current_only_Jake_D5_12593500.jpg,already_extracted,
VA_DEMO_002,DV01_DEMO_002,current_only,Jake,A1_JAKE/DAY5/DAY5_A1_JAKE_12593000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A1_JAKE/DAY5/DAY5_A1_JAKE_12593000.mp4,12:59:45.00,00:00:15.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_002_current_only_Jake_D5_12594500.jpg,already_extracted,
VA_DEMO_002,DV01_DEMO_002,current_only,Jake,A1_JAKE/DAY5/DAY5_A1_JAKE_12593000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A1_JAKE/DAY5/DAY5_A1_JAKE_12593000.mp4,12:59:55.00,00:00:25.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_002_current_only_Jake_D5_12595500.jpg,already_extracted,
VA_DEMO_002,DV01_DEMO_002,history_only,Katrina,A5_KATRINA/DAY2/DAY2_A5_KATRINA_12053000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A5_KATRINA/DAY2/DAY2_A5_KATRINA_12053000.mp4,12:05:35.00,00:00:05.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_002_history_only_Katrina_D2_12053500.jpg,already_extracted,
VA_DEMO_002,DV01_DEMO_002,history_only,Katrina,A5_KATRINA/DAY2/DAY2_A5_KATRINA_12053000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A5_KATRINA/DAY2/DAY2_A5_KATRINA_12053000.mp4,12:05:45.00,00:00:15.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_002_history_only_Katrina_D2_12054500.jpg,already_extracted,
VA_DEMO_002,DV01_DEMO_002,history_only,Katrina,A5_KATRINA/DAY2/DAY2_A5_KATRINA_12053000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A5_KATRINA/DAY2/DAY2_A5_KATRINA_12053000.mp4,12:05:55.00,00:00:25.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_002_history_only_Katrina_D2_12055500.jpg,already_extracted,
VA_DEMO_002,DV01_DEMO_002,history_only,Jake,A1_JAKE/DAY3/DAY3_A1_JAKE_15233000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A1_JAKE/DAY3/DAY3_A1_JAKE_15233000.mp4,15:23:35.00,00:00:05.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_002_history_only_Jake_D3_15233500.jpg,already_extracted,
VA_DEMO_002,DV01_DEMO_002,history_only,Jake,A1_JAKE/DAY3/DAY3_A1_JAKE_15233000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A1_JAKE/DAY3/DAY3_A1_JAKE_15233000.mp4,15:23:45.00,00:00:15.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_002_history_only_Jake_D3_15234500.jpg,already_extracted,
VA_DEMO_002,DV01_DEMO_002,history_only,Jake,A1_JAKE/DAY3/DAY3_A1_JAKE_15233000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A1_JAKE/DAY3/DAY3_A1_JAKE_15233000.mp4,15:23:55.00,00:00:25.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_002_history_only_Jake_D3_15235500.jpg,already_extracted,
VA_DEMO_003,DV01_DEMO_003,current_only,Tasha,A3_TASHA/DAY6/DAY6_A3_TASHA_21093000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A3_TASHA/DAY6/DAY6_A3_TASHA_21093000.mp4,21:09:35.00,00:00:05.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_003_current_only_Tasha_D6_21093500.jpg,already_extracted,
VA_DEMO_003,DV01_DEMO_003,current_only,Tasha,A3_TASHA/DAY6/DAY6_A3_TASHA_21093000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A3_TASHA/DAY6/DAY6_A3_TASHA_21093000.mp4,21:09:45.00,00:00:15.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_003_current_only_Tasha_D6_21094500.jpg,already_extracted,
VA_DEMO_003,DV01_DEMO_003,current_only,Tasha,A3_TASHA/DAY6/DAY6_A3_TASHA_21093000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A3_TASHA/DAY6/DAY6_A3_TASHA_21093000.mp4,21:09:55.00,00:00:25.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_003_current_only_Tasha_D6_21095500.jpg,already_extracted,
VA_DEMO_003,DV01_DEMO_003,current_only,Shure,A6_SHURE/DAY6/DAY6_A6_SHURE_21140000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY6/DAY6_A6_SHURE_21140000.mp4,21:14:05.00,00:00:05.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_003_current_only_Shure_D6_21140500.jpg,already_extracted,
VA_DEMO_003,DV01_DEMO_003,current_only,Shure,A6_SHURE/DAY6/DAY6_A6_SHURE_21140000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY6/DAY6_A6_SHURE_21140000.mp4,21:14:15.00,00:00:15.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_003_current_only_Shure_D6_21141500.jpg,already_extracted,
VA_DEMO_003,DV01_DEMO_003,current_only,Shure,A6_SHURE/DAY6/DAY6_A6_SHURE_21140000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY6/DAY6_A6_SHURE_21140000.mp4,21:14:25.00,00:00:25.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_003_current_only_Shure_D6_21142500.jpg,already_extracted,
VA_DEMO_003,DV01_DEMO_003,history_only,Shure,A6_SHURE/DAY2/DAY2_A6_SHURE_22320000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY2/DAY2_A6_SHURE_22320000.mp4,22:32:05.00,00:00:05.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_003_history_only_Shure_D2_22320500.jpg,already_extracted,
VA_DEMO_003,DV01_DEMO_003,history_only,Shure,A6_SHURE/DAY2/DAY2_A6_SHURE_22320000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY2/DAY2_A6_SHURE_22320000.mp4,22:32:15.00,00:00:15.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_003_history_only_Shure_D2_22321500.jpg,already_extracted,
VA_DEMO_003,DV01_DEMO_003,history_only,Shure,A6_SHURE/DAY2/DAY2_A6_SHURE_22320000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY2/DAY2_A6_SHURE_22320000.mp4,22:32:25.00,00:00:25.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_003_history_only_Shure_D2_22322500.jpg,already_extracted,
VA_DEMO_003,DV01_DEMO_003,history_only,Shure,A6_SHURE/DAY2/DAY2_A6_SHURE_22200000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY2/DAY2_A6_SHURE_22200000.mp4,22:20:05.00,00:00:05.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_003_history_only_Shure_D2_22200500.jpg,already_extracted,
VA_DEMO_003,DV01_DEMO_003,history_only,Shure,A6_SHURE/DAY2/DAY2_A6_SHURE_22200000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY2/DAY2_A6_SHURE_22200000.mp4,22:20:15.00,00:00:15.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_003_history_only_Shure_D2_22201500.jpg,already_extracted,
VA_DEMO_003,DV01_DEMO_003,history_only,Shure,A6_SHURE/DAY2/DAY2_A6_SHURE_22200000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY2/DAY2_A6_SHURE_22200000.mp4,22:20:25.00,00:00:25.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_003_history_only_Shure_D2_22202500.jpg,already_extracted,
VA_DEMO_004,DV01_DEMO_004,current_only,Shure,A6_SHURE/DAY6/DAY6_A6_SHURE_16490000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY6/DAY6_A6_SHURE_16490000.mp4,16:49:05.00,00:00:05.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_004_current_only_Shure_D6_16490500.jpg,already_extracted,
VA_DEMO_004,DV01_DEMO_004,current_only,Shure,A6_SHURE/DAY6/DAY6_A6_SHURE_16490000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY6/DAY6_A6_SHURE_16490000.mp4,16:49:15.00,00:00:15.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_004_current_only_Shure_D6_16491500.jpg,already_extracted,
VA_DEMO_004,DV01_DEMO_004,current_only,Shure,A6_SHURE/DAY6/DAY6_A6_SHURE_16490000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY6/DAY6_A6_SHURE_16490000.mp4,16:49:25.00,00:00:25.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_004_current_only_Shure_D6_16492500.jpg,already_extracted,
VA_DEMO_004,DV01_DEMO_004,current_only,Shure,A6_SHURE/DAY6/DAY6_A6_SHURE_16463000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY6/DAY6_A6_SHURE_16463000.mp4,16:46:35.00,00:00:05.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_004_current_only_Shure_D6_16463500.jpg,already_extracted,
VA_DEMO_004,DV01_DEMO_004,current_only,Shure,A6_SHURE/DAY6/DAY6_A6_SHURE_16463000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY6/DAY6_A6_SHURE_16463000.mp4,16:46:45.00,00:00:15.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_004_current_only_Shure_D6_16464500.jpg,already_extracted,
VA_DEMO_004,DV01_DEMO_004,current_only,Shure,A6_SHURE/DAY6/DAY6_A6_SHURE_16463000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A6_SHURE/DAY6/DAY6_A6_SHURE_16463000.mp4,16:46:55.00,00:00:25.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_004_current_only_Shure_D6_16465500.jpg,already_extracted,
VA_DEMO_004,DV01_DEMO_004,history_only,Tasha,A3_TASHA/DAY1/DAY1_A3_TASHA_12053000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A3_TASHA/DAY1/DAY1_A3_TASHA_12053000.mp4,12:05:35.00,00:00:05.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_004_history_only_Tasha_D1_12053500.jpg,already_extracted,
VA_DEMO_004,DV01_DEMO_004,history_only,Tasha,A3_TASHA/DAY1/DAY1_A3_TASHA_12053000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A3_TASHA/DAY1/DAY1_A3_TASHA_12053000.mp4,12:05:45.00,00:00:15.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_004_history_only_Tasha_D1_12054500.jpg,already_extracted,
VA_DEMO_004,DV01_DEMO_004,history_only,Tasha,A3_TASHA/DAY1/DAY1_A3_TASHA_12053000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A3_TASHA/DAY1/DAY1_A3_TASHA_12053000.mp4,12:05:55.00,00:00:25.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_004_history_only_Tasha_D1_12055500.jpg,already_extracted,
VA_DEMO_004,DV01_DEMO_004,history_only,Jake,A1_JAKE/DAY2/DAY2_A1_JAKE_11573000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A1_JAKE/DAY2/DAY2_A1_JAKE_11573000.mp4,11:57:35.00,00:00:05.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_004_history_only_Jake_D2_11573500.jpg,already_extracted,
VA_DEMO_004,DV01_DEMO_004,history_only,Jake,A1_JAKE/DAY2/DAY2_A1_JAKE_11573000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A1_JAKE/DAY2/DAY2_A1_JAKE_11573000.mp4,11:57:45.00,00:00:15.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_004_history_only_Jake_D2_11574500.jpg,already_extracted,
VA_DEMO_004,DV01_DEMO_004,history_only,Jake,A1_JAKE/DAY2/DAY2_A1_JAKE_11573000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A1_JAKE/DAY2/DAY2_A1_JAKE_11573000.mp4,11:57:55.00,00:00:25.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_004_history_only_Jake_D2_11575500.jpg,already_extracted,
VA_DEMO_005,DV01_DEMO_005,current_only,Lucia,A4_LUCIA/DAY4/DAY4_A4_LUCIA_18233000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A4_LUCIA/DAY4/DAY4_A4_LUCIA_18233000.mp4,18:23:35.00,00:00:05.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_005_current_only_Lucia_D4_18233500.jpg,already_extracted,
VA_DEMO_005,DV01_DEMO_005,current_only,Lucia,A4_LUCIA/DAY4/DAY4_A4_LUCIA_18233000.mp4,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/video_cache/A4_LUCIA/DAY4/DAY4_A4_LUCIA_18233000.mp4,18:23:45.00,00:00:15.00,/scratch/xy3257/ma_egoqa_reproduce/outputs/historical_v2_fullscreen/dataset_v0_1/visual_audit_v1/frames/VA_DEMO_005_current_only_Lucia_D4_18234500.jpg,already_extracted,
