candidate_id,window_id,day,entity,stream_type,video_path,target_time,offset_seconds,frame_path,log_path,status
R2_001,DAY1_122000000,DAY1,Bjorn,ego,main/day1/Bjorn/video/12.mp4,12:22:30.000,1349.9800000000032,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Bjorn_122230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Bjorn_122230000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Cathal,ego,main/day1/Cathal/video/12.mp4,12:22:30.000,529.5800000000017,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Cathal_122230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Cathal_122230000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Florian,ego,main/day1/Florian/video/12.mp4,12:22:30.000,1349.9599999999991,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Florian_122230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Florian_122230000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Klaus,ego,main/day1/Klaus/video/12.mp4,12:22:30.000,1349.9599999999991,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Klaus_122230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Klaus_122230000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Luca,ego,main/day1/Luca/video/12.mp4,12:22:30.000,1349.9400000000023,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Luca_122230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Luca_122230000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Onanong,ego,main/day1/Onanong/video/12.mp4,12:22:30.000,1350.0,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Onanong_122230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Onanong_122230000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Stevan,ego,main/day1/Stevan/video/12.mp4,12:22:30.000,1349.9199999999983,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Stevan_122230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Stevan_122230000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Tien,ego,main/day1/Tien/video/12.mp4,12:22:30.000,1349.9800000000032,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Tien_122230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Tien_122230000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Werner,ego,main/day1/Werner/video/12.mp4,12:22:30.000,397.6600000000035,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Werner_122230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Werner_122230000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Kitchen,static,main/day1/Kitchen/video/12.mp4,12:22:30.000,1349.9400000000023,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Kitchen_122230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Kitchen_122230000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Living1,static,main/day1/Living1/video/12.mp4,12:22:30.000,1349.9599999999991,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Living1_122230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Living1_122230000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Living2,static,main/day1/Living2/video/12.mp4,12:22:30.000,1349.9400000000023,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Living2_122230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Living2_122230000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Meeting,static,main/day1/Meeting/video/12.mp4,12:22:30.000,1350.0,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Meeting_122230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Meeting_122230000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Reading,static,main/day1/Reading/video/12.mp4,12:22:30.000,1349.9599999999991,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Reading_122230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Reading_122230000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Allie,ego,main/day1/Allie/video/12.mp4,12:24:30.000,1469.9199999999983,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Allie_122430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Allie_122430000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Bjorn,ego,main/day1/Bjorn/video/12.mp4,12:24:30.000,1469.9800000000032,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Bjorn_122430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Bjorn_122430000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Cathal,ego,main/day1/Cathal/video/12.mp4,12:24:30.000,649.5800000000017,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Cathal_122430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Cathal_122430000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Florian,ego,main/day1/Florian/video/12.mp4,12:24:30.000,1469.9599999999991,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Florian_122430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Florian_122430000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Klaus,ego,main/day1/Klaus/video/12.mp4,12:24:30.000,1469.9599999999991,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Klaus_122430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Klaus_122430000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Luca,ego,main/day1/Luca/video/12.mp4,12:24:30.000,1469.9400000000023,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Luca_122430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Luca_122430000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Onanong,ego,main/day1/Onanong/video/12.mp4,12:24:30.000,1470.0,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Onanong_122430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Onanong_122430000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Stevan,ego,main/day1/Stevan/video/12.mp4,12:24:30.000,1469.9199999999983,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Stevan_122430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Stevan_122430000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Tien,ego,main/day1/Tien/video/12.mp4,12:24:30.000,1469.9800000000032,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Tien_122430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Tien_122430000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Werner,ego,main/day1/Werner/video/12.mp4,12:24:30.000,517.6600000000035,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Werner_122430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Werner_122430000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Kitchen,static,main/day1/Kitchen/video/12.mp4,12:24:30.000,1469.9400000000023,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Kitchen_122430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Kitchen_122430000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Living1,static,main/day1/Living1/video/12.mp4,12:24:30.000,1469.9599999999991,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Living1_122430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Living1_122430000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Living2,static,main/day1/Living2/video/12.mp4,12:24:30.000,1469.9400000000023,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Living2_122430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Living2_122430000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Meeting,static,main/day1/Meeting/video/12.mp4,12:24:30.000,1470.0,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Meeting_122430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Meeting_122430000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Reading,static,main/day1/Reading/video/12.mp4,12:24:30.000,1469.9599999999991,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Reading_122430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Reading_122430000.stderr.txt,ok
R2_001,DAY1_122000000,DAY1,Allie,ego,main/day1/Allie/video/12.mp4,12:20:30.000,1229.9199999999983,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Allie_122030000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Allie_122030000.stderr.txt,ok_reused
R2_001,DAY1_122000000,DAY1,Luca,ego,main/day1/Luca/video/12.mp4,12:20:30.000,1229.9400000000023,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Luca_122030000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Luca_122030000.stderr.txt,ok_reused
R2_001,DAY1_122000000,DAY1,Meeting,static,main/day1/Meeting/video/12.mp4,12:20:30.000,1230.0,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Meeting_122030000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Meeting_122030000.stderr.txt,ok_reused
R2_001,DAY1_122000000,DAY1,Allie,ego,main/day1/Allie/video/12.mp4,12:22:30.000,1349.9199999999983,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Allie_122230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Allie_122230000.stderr.txt,ok_reused
R2_001,DAY1_122000000,DAY1,Luca,ego,main/day1/Luca/video/12.mp4,12:22:30.000,1349.9400000000023,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Luca_122230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Luca_122230000.stderr.txt,ok_reused
R2_001,DAY1_122000000,DAY1,Meeting,static,main/day1/Meeting/video/12.mp4,12:22:30.000,1350.0,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Meeting_122230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Meeting_122230000.stderr.txt,ok_reused
R2_001,DAY1_122000000,DAY1,Allie,ego,main/day1/Allie/video/12.mp4,12:24:30.000,1469.9199999999983,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Allie_122430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Allie_122430000.stderr.txt,ok_reused
R2_001,DAY1_122000000,DAY1,Luca,ego,main/day1/Luca/video/12.mp4,12:24:30.000,1469.9400000000023,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Luca_122430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Luca_122430000.stderr.txt,ok_reused
R2_001,DAY1_122000000,DAY1,Meeting,static,main/day1/Meeting/video/12.mp4,12:24:30.000,1470.0,candidate_true_AB_contact_sheets_round2/frames/DAY1_122000000/Meeting_122430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_122000000/Meeting_122430000.stderr.txt,ok_reused
R2_002,DAY1_124000000,DAY1,Allie,ego,main/day1/Allie/video/12.mp4,12:40:30.000,2429.9199999999983,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Allie_124030000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Allie_124030000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Bjorn,ego,main/day1/Bjorn/video/12.mp4,12:40:30.000,2429.980000000003,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Bjorn_124030000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Bjorn_124030000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Cathal,ego,main/day1/Cathal/video/12.mp4,12:40:30.000,1609.5800000000017,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Cathal_124030000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Cathal_124030000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Florian,ego,main/day1/Florian/video/12.mp4,12:40:30.000,2429.959999999999,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Florian_124030000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Florian_124030000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Klaus,ego,main/day1/Klaus/video/12.mp4,12:40:30.000,2429.959999999999,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Klaus_124030000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Klaus_124030000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Luca,ego,main/day1/Luca/video/12.mp4,12:40:30.000,2429.9400000000023,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Luca_124030000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Luca_124030000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Onanong,ego,main/day1/Onanong/video/12.mp4,12:40:30.000,2430.0,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Onanong_124030000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Onanong_124030000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Stevan,ego,main/day1/Stevan/video/12.mp4,12:40:30.000,2429.9199999999983,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Stevan_124030000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Stevan_124030000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Tien,ego,main/day1/Tien/video/12.mp4,12:40:30.000,2429.980000000003,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Tien_124030000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Tien_124030000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Werner,ego,main/day1/Werner/video/12.mp4,12:40:30.000,1477.6600000000035,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Werner_124030000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Werner_124030000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Kitchen,static,main/day1/Kitchen/video/12.mp4,12:40:30.000,2429.9400000000023,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Kitchen_124030000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Kitchen_124030000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Living1,static,main/day1/Living1/video/12.mp4,12:40:30.000,2429.959999999999,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Living1_124030000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Living1_124030000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Living2,static,main/day1/Living2/video/12.mp4,12:40:30.000,2429.9400000000023,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Living2_124030000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Living2_124030000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Meeting,static,main/day1/Meeting/video/12.mp4,12:40:30.000,2430.0,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Meeting_124030000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Meeting_124030000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Reading,static,main/day1/Reading/video/12.mp4,12:40:30.000,2429.959999999999,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Reading_124030000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Reading_124030000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Allie,ego,main/day1/Allie/video/12.mp4,12:42:30.000,2549.9199999999983,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Allie_124230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Allie_124230000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Bjorn,ego,main/day1/Bjorn/video/12.mp4,12:42:30.000,2549.980000000003,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Bjorn_124230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Bjorn_124230000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Cathal,ego,main/day1/Cathal/video/12.mp4,12:42:30.000,1729.5800000000017,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Cathal_124230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Cathal_124230000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Florian,ego,main/day1/Florian/video/12.mp4,12:42:30.000,2549.959999999999,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Florian_124230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Florian_124230000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Klaus,ego,main/day1/Klaus/video/12.mp4,12:42:30.000,2549.959999999999,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Klaus_124230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Klaus_124230000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Luca,ego,main/day1/Luca/video/12.mp4,12:42:30.000,2549.9400000000023,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Luca_124230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Luca_124230000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Onanong,ego,main/day1/Onanong/video/12.mp4,12:42:30.000,2550.0,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Onanong_124230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Onanong_124230000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Stevan,ego,main/day1/Stevan/video/12.mp4,12:42:30.000,2549.9199999999983,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Stevan_124230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Stevan_124230000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Tien,ego,main/day1/Tien/video/12.mp4,12:42:30.000,2549.980000000003,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Tien_124230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Tien_124230000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Werner,ego,main/day1/Werner/video/12.mp4,12:42:30.000,1597.6600000000035,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Werner_124230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Werner_124230000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Kitchen,static,main/day1/Kitchen/video/12.mp4,12:42:30.000,2549.9400000000023,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Kitchen_124230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Kitchen_124230000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Living1,static,main/day1/Living1/video/12.mp4,12:42:30.000,2549.959999999999,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Living1_124230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Living1_124230000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Living2,static,main/day1/Living2/video/12.mp4,12:42:30.000,2549.9400000000023,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Living2_124230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Living2_124230000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Meeting,static,main/day1/Meeting/video/12.mp4,12:42:30.000,2550.0,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Meeting_124230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Meeting_124230000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Reading,static,main/day1/Reading/video/12.mp4,12:42:30.000,2549.959999999999,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Reading_124230000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Reading_124230000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Allie,ego,main/day1/Allie/video/12.mp4,12:44:30.000,2669.9199999999983,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Allie_124430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Allie_124430000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Bjorn,ego,main/day1/Bjorn/video/12.mp4,12:44:30.000,2669.980000000003,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Bjorn_124430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Bjorn_124430000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Cathal,ego,main/day1/Cathal/video/12.mp4,12:44:30.000,1849.5800000000017,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Cathal_124430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Cathal_124430000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Florian,ego,main/day1/Florian/video/12.mp4,12:44:30.000,2669.959999999999,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Florian_124430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Florian_124430000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Klaus,ego,main/day1/Klaus/video/12.mp4,12:44:30.000,2669.959999999999,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Klaus_124430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Klaus_124430000.stderr.txt,ok
R2_002,DAY1_124000000,DAY1,Luca,ego,main/day1/Luca/video/12.mp4,12:44:30.000,2669.9400000000023,candidate_true_AB_contact_sheets_round2/frames/DAY1_124000000/Luca_124430000.jpg,candidate_true_AB_contact_sheets_round2/logs/DAY1_124000000/Luca_124430000.stderr.txt,ok
